batch_idx	src_id	src_title	src_url	src_published_at	dossier_nummer	rapport_titel	datum	vergaderjaar	vraag_nr	vraag	antwoord	antwoord_zie_nr	verwijzingen	llm_label	llm_confidence	llm_reasoning
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	11	Er was sprake van substitutie van VWS-middelen naar de justitiële taken. Kan hieruit geconcludeerd worden dat in de onderzochte periode sprake was van een tekort bij de justitiële taken, maar geen tekort/een overschot aan middelen voor de vrijwillige jeugdzorg?	Wij constateren in ons rapport dat de BJZ/LWI (VWS-)middelen voor de vrijwillige jeugdzorg gebruiken om tekorten op de justitiële taken af te wenden. De aard en de omvang van de financiële resultaten bij de vrijwillige jeugdzorg maakten geen deel uit van ons onderzoek.			FEIT	M	De AR rapporteert een bevinding uit het onderzoek (substitutie van VWS-middelen) en geeft aan dat de aard en omvang van financiële resultaten bij vrijwillige jeugdzorg niet onderzocht zijn. Er is een feitelijke beschrijving gecombineerd met een gedeeltelijke deflectie (niet onderzocht), maar de inhoudelijke bevinding wint van de deflectie volgens de prioriteitsregel.
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	12	De Algemene Rekenkamer geeft aan dat Jeugdzorg Nederland en de BJZ/LWI schattingen hebben gemaakt van de tekorten over 2008, 2009 en 2010. Kan de Algemene Rekenkamer aangeven of deze schattingen realistisch zijn? Zo nee, beschikken Jeugdzorg Nederland en de BJZ/LWI wel over de benodigde informatie om een zinnige schatting te maken?	Nee, wij kunnen niet aangeven of de schattingen van de BJZ/LWI realistisch zijn. De berekeningen van de BJZ/LWI zijn wel navoigbaar maar onvergelijkbaar, omdat de schattingen zijn gebaseerd op verschillende aannames en berekeningswijzen. Er is te weinig betrouwbare informatie om te bepalen of de normprijzen voor de justitiële maatregelen op het gebied van jeugdbescherming en jeugdreclassering kostendekkend zijn. Uit ons vooronderzoek bleek dat geen enkele BJZ/LWI in staat is een kostprijs te berekenen. Teneinde ordelijk een reële normprijs op basis van de uitvoeringsafspraken te kunnen vaststellen zal geïnvesteerd moeten worden in de administratieve inrichting van de BJZ/LWI. Wij reiken in het rapport een gespecificeerde berekeningswijze aan (zie bijlage 7 van ons rapport). Deze berekeningswijze stelt de BJZ/LWI in staat inzicht te bieden in de kostprijs van de maatregelen in de jeugdbescherming en jeugdreclassering. Totdat deze gegevens beschikbaar zijn, zullen partijen deels nog op basis van onderhandelingen beslissingen moeten nemen die zo dicht mogelijk de beoogde uitvoering van de justitiële maatregelen voor de kinderen benaderen tegen een bekostiging (normprijs) die zoveel als mogelijk gebaseerd is op reële gegevens.			ADV	H	Het antwoord bevat naast feitelijke bevindingen (geen BJZ/LWI kan een kostprijs berekenen, schattingen zijn onvergelijkbaar) ook duidelijke aanbevelingen: er zal geïnvesteerd moeten worden in de administratieve inrichting, de AR reikt een gespecificeerde berekeningswijze aan, en partijen zullen op basis van onderhandelingen beslissingen moeten nemen. Volgens de prioriteitsregel ADV > OOR > FEIT wint het prescriptieve element.
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	13	In 2009 en 2010 is bij de BJZ/LWI minder ander cliëntgebonden personeel in dienst geweest dan afgesproken en dan nodig werd geacht. Heeft dit ook geleid tot een gebrek aan benodigde zorgverlening door deze instanties? Zo ja, waar blijkt dat uit? Zo nee, pleit dit voor een herijking van de gemaakte uitvoeringsafspraken?	Wij hebben geen onderzoek gedaan naar de gevolgen van minder personeelsinzet voor bijvoorbeeld de kwaliteit. Om die reden kunnen wij geen uitspraak over de eventuele gevolgen doen. Zie ook het antwoord op vraag 9.			DEFL	H	De AR geeft expliciet aan dat zij dit niet heeft onderzocht en daarom geen uitspraak kan doen. Er wordt geen substantiële inhoud geleverd, alleen een doorverwijzing naar een ander antwoord.
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	14	Enkele BJZ/LWI hebben aangegeven dat zij inteerden op het eigen vermogen en investeringen hebben uitgesteld. Kan de Algemene Rekenkamer aangeven waarom dit niet vastgesteld kon worden?	We hebben aan de BJZ/LWI gevraagd op welke manieren zij tekorten afwenden. Zij noemden het interen op het eigen vermogen, maar leverden hiervoor niet altijd ondersteunend bewijs.			FEIT	H	De AR beschrijft feitelijk wat zij hebben onderzocht en wat de reden is dat het niet vastgesteld kon worden: er was niet altijd ondersteunend bewijs geleverd. Dit is een rapportage van bevindingen, zonder oordeel of aanbeveling.
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	15	Hoe kan het zijn dat de uitvoeringsafspraken niet duidelijk zijn bij de BJZ/LWI?	We hebben, ook na een specifiek verzoek daartoe, geen document aangetroffen, waarin de uitvoeringsafspraken expliciet zijn verwoord. Mogelijk zijn daardoor meerdere interpretaties ontstaan. Zie ook ons antwoord op vraag 6.			FEIT	H	De AR rapporteert een feitelijke bevinding uit het onderzoek: er is geen document aangetroffen waarin de uitvoeringsafspraken expliciet zijn verwoord, en mogelijk zijn daardoor meerdere interpretaties ontstaan. Er wordt geen oordeel of aanbeveling gegeven.
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	16	Hoe kunnen de grote verschillen in het financiële resultaat per instelling (2009) uit figuur 1 worden verklaard?	De achtergrond van de verschillen in de financiële resultaten van de BJZ/LWI hebben we niet onderzocht.			DEFL	H	De AR geeft expliciet aan dat ze de achtergrond van de verschillen niet heeft onderzocht en levert dus geen substantieel inhoudelijk antwoord. Dit is een klassiek DEFL-antwoord.
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	17	Hoe kunnen de verschillen tussen 2009 en 2010 van de financiële resultaten uit de figuren 1 en 2 worden verklaard?	De achtergrond van de verschillen in de financiële resultaten van de BJZ/LWI hebben we niet onderzocht.			DEFL	H	De AR geeft expliciet aan dat zij de achtergrond van de verschillen niet heeft onderzocht en levert geen inhoudelijk antwoord. Dit is een klassieke deflectie.
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	18	Welke gevolgen heeft het verkorten van de gemiddelde OTS-duur op de hoogte van de normprijs?	In de uitvoeringsafspraken is voor de maatregel 'OTS 1e jaar' een andere prijs afgesproken dan voor de maatregel 'OTS vervolgjaren'. Het verkorten van de gemiddelde OTS-duur heeft geen invloed op de hoogte van die prijzen, maar wel op het aantal maatregelen 'OTS vervolgjaren'.			FEIT	H	De AR beschrijft feitelijk hoe de prijsstructuur van OTS-maatregelen werkt en wat het effect is van een kortere gemiddelde OTS-duur op het aantal vervolgmaatregelen. Er wordt geen oordeel geveld en geen aanbeveling gedaan.
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	19	Is er iets te zeggen over in hoeverre de gemiddelde caseload en het ziekteverzuim bij Bureau Jeugdzorg met elkaar te maken hebben?	Het Ministerie van VenJ gaat uit van een productiviteitsnorm van 1244 uur per jaar per medewerker, waarin een ziekteverzuim van 7,7% is verdisconteerd (zie tabel 2 op p. 19 van ons rapport). Een afwijkend ziekteverzuim heeft gevolgen voor het aantal gerealiseerde productieve uren en dus voor het gemiddeld aantal uren per maatregel per medewerker. Daardoor zijn er ook gevolgen voor de gemiddelde caseload.			FEIT	H	De AR beschrijft feitelijk hoe de productiviteitsnorm is opgebouwd en legt het verband uit tussen ziekteverzuim, productieve uren en caseload. Er wordt geen oordeel geveld en geen aanbeveling gedaan; het is een rapporterende, beschrijvende uitleg met verwijzing naar het rapport.
0	rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Beantwoording Kamervragen over het rapport Kosten jeugdbescherming en jeugdreclassering	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	2012-02-13	31 839, nr. 158	Kosten jeugdbescherming en jeugdreclassering	13 februari 2012	2011-2012	20	Hoe kan het zijn dat sommige Bureaus Jeugdzorg een positief totaalresultaat laten zien, maar een negatief resultaat als het gaat om jeugdbescherming en jeugdreclassering? Op welke wijze (op welke posten) schrijven deze Bureaus Jeugdzorg de tekorten weg?	Voor deze BJZ/LWI geldt dat zij het negatieve financiële resultaat op de uitvoering van de justitiële taken compenseren door een positief financieel resultaat in de uitvoering van andere taken (met name VWS-taken). Zie ook de antwoorden op de vragen 11, 16 en 17.			FEIT	H	De AR beschrijft feitelijk hoe bureaus jeugdzorg hun negatieve resultaten compenseren (via positief resultaat op andere taken) en verwijst naar andere antwoorden. Er is geen oordeel of aanbeveling.
